LexFound,IsHS
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ထောင်ထွက်,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,1
အောက်တန်းစား,0
အောက်တန်းစား,0
ထောင်ထွက်,0
အောက်တန်းစား,0
ထောင်ထွက်,0
ထောင်ထွက်,0
အောက်တန်းစား,0
အောက်တန်းကျ,1
ထောင်ထွက်,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ထောင်ထွက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
အောက်တန်းစား,1
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,1
ငလူး,0
ထောင်ထွက်,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
ထောင်ထွက်,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ထောင်ထွက်,0
အောက်တန်းစား,0
အောက်တန်းစား,0
သူပုန်,0
ဗမာတွေ,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
ထောင်ထွက်,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ထောင်ထွက်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
မြို့သား,0
မြို့သား,1
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,1
ငလူး,0
ထောင်ထွက်,0
ငလူး,0
ထောင်ထွက်,0
ငလူး,0
အောက်တန်းစား,0
ထောင်ထွက်,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းကြ,0
ဝူဟန်,0
ခွေးသား,0
ခွေးသား,0
ထောင်ထွက်,0
သူပုန်,0
အကြမ်းဖက်,0
စစ်ခွေး,0
သူပုန်,0
ခွေးသား,0
ဝူဟန်,0
ဝူဟန်,0
ထောင်ထွက်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
ထောင်ထွက်,0
ငလူး,0
ထောင်ထွက်,0
ငလူး,0
အောက်တန်းစား,0
ထောင်ထွက်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ထောင်ထွက်,1
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
အောက်တန်းစား,1
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,1
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
အကြမ်းဖက်,0
အမျိုးယုတ်,1
အကြမ်းဖက်,0
စစ်ခွေး,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ထောင်ထွက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ထောင်ထွက်,0
ငလူး,0
ငလူး,0
ထောင်ထွက်,1
ထောင်ထွက်,0
ထောင်ထွက်,0
ထောင်ထွက်,0
ထောင်ထွက်,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
စစ်ခွေး,0
ထောင်ထွက်,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,1
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အောက်တန်းကျ,0
ဝူဟန်,0
အစွန်းရောက်,0
စောက်တရုတ်,1
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းကျ,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,1
ငလူး,1
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
အောက်တန်းကျ,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
အောက်တန်းကျ,0
ဝူဟန်,0
အောက်တန်းကျ,0
ဝူဟန်,0
အစွန်းရောက်,1
ကြံ့ဖွတ်,0
အောက်တန်းကျ,0
ငလူး,0
အစွန်းရောက်,0
ငလူး,0
ငလူး,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,1
ငလူး,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
အောက်တန်းကျ,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
အောက်တန်းကြ,0
အစွန်းရောက်,0
အောက်တန်းကျ,0
ငလူး,0
ငလူး,0
အောက်တန်းကျ,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ငလူး,0
သူခိုး,0
ငလူး,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ခွေးဝဲစား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ခွေးတရုတ်,0
ဝူဟန်,0
ဝူဟန်,0
ခွေးဝဲစား,0
အောက်တန်းကျ,0
ခွေးတရုတ်,0
အစွန်းရောက်,0
ငလူး,0
အစွန်းရောက်,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ငလူး,0
သူခိုး,0
ခွေးဝဲစား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းကျ,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,1
စောက်တရုတ်,1
စောက်တရုတ်,0
အစွန်းရောက်,0
ခွေးတရုတ်,1
အာနာရူးတွေ,0
ခွေးဝဲစား,0
ငလူး,0
အောက်တန်းကျ,0
အောက်တန်းကျ,0
အောက်တန်းကျ,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ငလူး,0
အောက်တန်းကျ,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,1
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ရွာသား,0
တောသား,0
တောသား,0
ကုလားတွေ,0
တောသား,0
တောသား,0
အစွန်းရောက်,0
ဝူဟန်,0
မြို့သား,0
စောက်တရုတ်,0
မြို့သား,0
ဝူဟန်,0
အစွန်းရောက်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ခွေးဝဲစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အမျိုးယုတ်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
အောက်တန်းကျ,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
အစွန်းရောက်,0
ဝူဟန်,0
အောက်တန်းကျ,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
အစွန်းရောက်,0
အမျိုးယုတ်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
အစွန်းရောက်,0
ဝူဟန်,0
အစွန်းရောက်,0
အမျိုးယုတ်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ကြံ့ဖွတ်,0
ဝူဟန်,0
အစွန်းရောက်,0
အောက်တန်းကျ,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,1
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,1
အစွန်းရောက်,0
အစွန်းရောက်,1
အစွန်းရောက်,1
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,1
အစွန်းရောက်,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အမျိုးယုတ်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ကြံ့ဖွတ်,0
ကြံ့ဖွတ်,0
စောက်တရုတ်,0
စောက်တရုတ်,0
ကြံ့ဖွတ်,0
အောက်တန်းကျ,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,1
ငလူး,1
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ဝူဟန်,0
မြို့သား,0
တောသား,0
အောက်တန်းကျ,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
စောက်တရုတ်,0
မြို့သား,0
စောက်တရုတ်,0
စောက်တရုတ်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
မြို့သား,0
အစွန်းရောက်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,1
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ကြံ့ဖွတ်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,1
အစွန်းရောက်,0
အောက်တန်းကျ,0
အစွန်းရောက်,1
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
စောက်တရုတ်,0
အမျိုးယုတ်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အမျိုးယုတ်,0
အစွန်းရောက်,0
အောက်တန်းကျ,0
ငလူး,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ငလူး,0
စောက်တရုတ်,0
အောက်တန်းကျ,0
အမျိုးယုတ်,0
အောက်တန်းကျ,0
အောက်တန်းကျ,0
ငလူးပဲ,0
စောက်တရုတ်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူးပဲ,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
ငလူး,0
တောသား,0
ရွာသား,0
စောက်တရုတ်,0
တောသား,0
တောသား,0
ငလူး,0
မြို့သား,0
ဝူဟန်,0
မြို့သား,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
အောက်တန်းစား,1
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
ထောင်ထွက်,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ထောင်ထွက်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
သူခိုး,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
ဖွတ်,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ထောင်ထွက်,0
ထောင်ထွက်,0
အောက်တန်းစား,0
ရခီးတွေ,1
အမျိုးယုတ်,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,0
ဝူဟန်,0
ခွေးသား,0
မြို့သား,0
ခွေးသား,0
ဝူဟန်,0
မြို့သား,0
စစ်ခွေး,0
အောက်တန်းကျ,0
